xmin,ymin,xmax,ymax,Object,label,below_object,below_dist,below_obj_index,side_object,side_length,side_obj_index,revised_distances_vert,revised_distances_hori
1293.1640625,88.74121093749999,1312.5615234375,110.2939453125,a,not_relevant,endosed,1.4210854715202004e-14,14,checked.,62.5029296875,62,1.4210854715202004e-14,-1.0
1306.095703125,90.896484375,1362.1328125,112.44921875000004,check,not_relevant,trafic,14.009277343749972,60,or,33.40673828125,17,14.009277343749972,-1.0
1353.51171875,90.896484375,1381.5302734375,112.44921875000004,or,not_relevant,money,1.07763671875,18,DO,52.80419921875,63,1.07763671875,52.80419921875
1372.9091796875,90.896484375,1435.412109375,114.60449218750004,money,not_relevant,order,1.0776367187499432,19,SEND,98.06494140625,65,1.0776367187499432,-1.0
1426.791015625,90.896484375,1482.828125,116.75976562499996,order,not_relevant,DO,16.164550781250043,63,inU.S.,51.7265625,20,-1.0,-1.0
1474.20703125,90.896484375,1538.865234375,114.60449218750004,inU.S.,not_relevant,order,1.0776367187499432,19,for,89.44384765625,22,1.0776367187499432,-1.0
1530.244140625,93.0517578125,1586.28125,114.60449218750004,funds,not_relevant,NSF,15.086914062499986,67,for,37.71728515625,22,15.086914062499986,37.71728515625
1581.970703125,90.896484375,1609.9892578125,112.44921875000004,for,not_relevant,the,1.07763671875,23,checks,57.11474609375,68,1.07763671875,57.11474609375
1607.833984375,90.896484375,1642.318359375,114.60449218750004,the,not_relevant,NSF,16.164550781249986,67,amount!,43.10546875,24,-1.0,-1.0
1633.697265625,90.896484375,1702.666015625,114.60449218750004,amount!,not_relevant,checks,17.242187499999986,68,listed.,52.80419921875,25,17.242187499999986,-1.0
1696.2001953125,93.0517578125,1745.771484375,112.44921875000004,listed.,not_relevant,lunderstandt,2.155273437499943,26,asaf,84.0556640625,72,2.155273437499943,-1.0
1745.771484375,93.0517578125,1849.224609375,116.75976562499996,lunderstandt,not_relevant,this,1.07763671875,27,wil,91.59912109375,28,1.07763671875,91.59912109375
1840.603515625,93.0517578125,1879.3984375,118.91503906249996,this,not_relevant,wil,1.0776367187500284,28,go,54.95947265625,29,1.0776367187500284,-1.0
1870.77734375,93.0517578125,1907.4169921875,121.0703125,wil,not_relevant,go,2.1552734374999574,29,amy,58.1923828125,75,2.1552734374999574,-1.0
1900.951171875,99.51757812499996,1928.9697265625,118.91503906249996,go,not_relevant,amy,7.105427357601002e-14,75,go,0.0,29,7.105427357601002e-14,0.0
340.533203125,105.9833984375,385.7939453125,131.84667968750003,OR,not_relevant,This,23.708007812499986,40,INFRACTION.,33.40673828125,2,23.708007812499986,33.40673828125
377.1728515625,103.828125,415.9677734375,131.84667968750003,33,not_relevant,OR,1.07763671875,30,DAYS,48.49365234375,32,1.07763671875,48.49365234375
409.501953125,105.9833984375,480.6259765625,129.69140625000003,DAYS,not_relevant,a,25.863281249999986,42,YOU,52.80419921875,3,25.863281249999986,52.80419921875
478.470703125,105.9833984375,556.060546875,129.69140625000003,FROMT,not_relevant,offense,24.785644531249986,44,MUST,38.794921875,4,24.785644531249986,38.794921875
547.439453125,103.828125,601.3212890625,129.69140625000003,THE,not_relevant,FROMT,1.07763671875,33,DATE,58.1923828125,35,1.07763671875,58.1923828125
597.0107421875,103.828125,668.134765625,129.69140625000003,DATE,not_relevant,offense,25.863281249999986,44,RESPOND,16.16455078125,5,-1.0,16.16455078125
663.82421875,103.828125,717.7060546875,129.69140625000003,THE,not_relevant,for,25.863281249999986,45,30,30.173828125,6,25.863281249999986,30.173828125
713.3955078125,103.828125,808.2275390625,129.69140625000003,NOTICE,not_relevant,IS,1.07763671875,38,DAYS,8.62109375,7,1.07763671875,8.62109375
801.76171875,103.828125,836.24609375,131.84667968750003,IS,not_relevant,cannot,25.863281249999986,48,FROM,19.3974609375,8,25.863281249999986,19.3974609375
829.7802734375,103.828125,928.9228515625,129.69140625000003,MAILED.,not_relevant,IS,1.07763671875,38,THE,18.31982421875,9,1.07763671875,18.31982421875
334.0673828125,129.69140625000003,385.7939453125,155.55468749999997,This,not_relevant,is,1.07763671875,41,OR,3.23291015625,30,1.07763671875,3.23291015625
381.4833984375,131.84667968750003,407.3466796875,155.55468749999997,is,not_relevant,must,25.86328125,180,a,20.47509765625,42,25.86328125,20.47509765625
403.0361328125,131.84667968750003,426.744140625,155.55468749999997,a,not_relevant,be,25.86328125,181,non-criminal,71.1240234375,43,25.86328125,71.1240234375
420.2783203125,131.84667968750003,551.75,155.55468749999997,non-criminal,not_relevant,postmarked.,26.94091796875,182,offense,103.453125,44,-1.0,103.453125
549.5947265625,129.69140625000003,629.33984375,155.55468749999997,offense,not_relevant,non-criminal,1.07763671875,43,for,53.8818359375,45,1.07763671875,53.8818359375
622.8740234375,127.5361328125,663.82421875,157.7099609375,for,not_relevant,of,26.94091796875,185,THE,47.416015625,36,-1.0,47.416015625
657.3583984375,129.69140625000003,726.3271484375,155.55468749999997,which,not_relevant,you,4.310546875,47,cannot,108.84130859375,48,4.310546875,-1.0
719.861328125,134.00195312499997,767.27734375,159.865234375,you,not_relevant,itis,22.63037109375,188,cannot,57.11474609375,48,-1.0,-1.0
758.65625,127.5361328125,842.7119140625,159.865234375,cannot,not_relevant,go,1.07763671875,49,IS,18.31982421875,38,1.07763671875,18.31982421875
834.0908203125,129.69140625000003,870.73046875,159.865234375,go,not_relevant,due,23.7080078125,189,to,25.86328125,50,23.7080078125,25.86328125
862.109375,129.69140625000003,894.4384765625,157.7099609375,to,not_relevant,go,1.07763671875,49,court.,49.5712890625,192,1.07763671875,49.5712890625
887.97265625,129.69140625000003,931.078125,159.865234375,jail.,not_relevant,the,23.7080078125,191,If,60.34765625,193,23.7080078125,60.34765625
441.8310546875,185.728515625,532.3525390625,211.591796875,respond,not_relevant,infraction,22.63037109375,213,or,57.11474609375,53,22.63037109375,-1.0
525.88671875,183.57324218750003,562.5263671875,211.591796875,or,not_relevant,respond,1.07763671875,52,by,2.1552734375,183,1.07763671875,2.1552734375
556.060546875,185.728515625,635.8056640625,211.591796875,appear,not_relevant,infraction,22.63037109375,213,for,52.80419921875,55,22.63037109375,52.80419921875
629.33984375,183.57324218750003,668.134765625,209.4365234375,for,not_relevant,appear,2.1552734375,54,court,43.10546875,56,2.1552734375,43.10546875
661.6689453125,183.57324218750003,722.0166015625,209.4365234375,court,not_relevant,hearings:,2.1552734375,57,day,43.10546875,187,2.1552734375,43.10546875
717.7060546875,185.728515625,816.8486328125,211.591796875,hearings:,not_relevant,determination,23.7080078125,216,be,86.2109375,218,23.7080078125,86.2109375
1131.5185546875,103.828125,1191.8662109375,129.69140625000003,driving,not_relevant,Payment,20.475097656249986,76,thave,36.6396484375,13,20.475097656249986,36.6396484375
1183.2451171875,103.828125,1260.8349609375,129.69140625000003,recordif,not_relevant,Payment,20.475097656249986,76,endosed,36.6396484375,14,20.475097656249986,36.6396484375
1252.2138671875,103.828125,1312.5615234375,127.5361328125,trafic,not_relevant,is,1.07763671875,61,a,20.47509765625,15,1.07763671875,20.47509765625
1306.095703125,105.9833984375,1331.958984375,127.5361328125,is,not_relevant,checked.,1.0776367187500142,62,check,15.0869140625,16,1.0776367187500142,15.0869140625
1325.4931640625,105.9833984375,1405.23828125,129.69140625000003,checked.,not_relevant,DO,2.1552734375,63,or,2.1552734375,17,2.1552734375,2.1552734375
1403.0830078125,110.2939453125,1437.5673828125,129.69140625000003,DO,not_relevant,responsibility,20.475097656249986,83,NOT,33.40673828125,64,-1.0,33.40673828125
1431.1015625,110.2939453125,1476.3623046875,129.69140625000003,NOT,not_relevant,SEND,1.07763671875,65,order,1.07763671875,19,1.07763671875,1.07763671875
1474.20703125,110.2939453125,1530.244140625,131.84667968750003,SEND,not_relevant,infraction.,20.475097656249986,90,inU.S.,4.310546875,20,20.475097656249986,4.310546875
1521.623046875,108.138671875,1586.28125,131.84667968750003,CASH.,not_relevant,SEND,1.07763671875,65,funds,4.310546875,21,1.07763671875,4.310546875
1579.8154296875,105.9833984375,1629.38671875,131.84667968750003,NSF,not_relevant,CASH.,1.07763671875,66,the,20.47509765625,23,1.07763671875,20.47509765625
1620.765625,108.138671875,1685.423828125,131.84667968750003,checks,not_relevant,willt,1.0776367187499716,69,amount!,15.0869140625,24,1.0776367187499716,15.0869140625
1676.802734375,108.138671875,1715.59765625,134.00195312499997,willt,not_relevant,be,2.842170943040401e-14,70,listed.,24.78564453125,25,2.842170943040401e-14,24.78564453125
1706.9765625,110.2939453125,1734.9951171875,131.84667968750003,be,not_relevant,treated,1.0776367187499716,71,lunderstandt,76.51220703125,26,1.0776367187499716,-1.0
1728.529296875,110.2939453125,1791.0322265625,134.00195312499997,treated,not_relevant,asaf,1.07763671875,72,lunderstandt,37.71728515625,26,1.07763671875,37.71728515625
1782.4111328125,110.2939453125,1827.671875,136.15722656249997,asaf,not_relevant,failure,2.155273437500014,73,this,54.95947265625,27,2.155273437500014,-1.0
1819.05078125,114.60449218750004,1875.087890625,136.15722656249997,failure,not_relevant,torespond.,1.07763671875,74,this,12.931640625,27,1.07763671875,12.931640625
1866.466796875,114.60449218750004,1959.1435546875,138.31249999999997,torespond.,not_relevant,how,20.47509765625,99,go,2.1552734375,29,20.47509765625,-1.0
1918.193359375,95.20703125000004,1976.3857421875,123.2255859375,amy,not_relevant,torespond.,17.24218749999997,74,amy,0.0,75,-1.0,0.0
1131.5185546875,125.380859375,1209.1083984375,149.08886718750003,Payment,not_relevant,payment,17.2421875,79,recordif,51.7265625,59,17.2421875,51.7265625
1133.673828125,144.77832031250003,1189.7109375,166.33105468750003,obtain,not_relevant,Mitigation,22.63037109374997,197,Payment,8.62109375,76,22.63037109374997,8.62109375
1185.400390625,146.93359375000003,1202.642578125,164.17578125000003,a,not_relevant,Mitigation,22.63037109374997,197,payment,40.9501953125,79,22.63037109374997,40.9501953125
1196.1767578125,142.623046875,1273.7666015625,166.33105468750003,payment,not_relevant,plan,1.07763671875,82,ladmit,42.02783203125,81,-1.0,42.02783203125
1204.7978515625,127.5361328125,1250.05859375,146.93359375000003,Plan.,not_relevant,payment,17.2421875,79,ladmit,49.5712890625,81,17.2421875,-1.0
1245.748046875,125.380859375,1308.2509765625,149.08886718750003,ladmit,not_relevant,responsibility,3.23291015625,83,trafic,5.38818359375,60,3.23291015625,5.38818359375
1265.1455078125,142.623046875,1310.40625,168.48632812499997,plan,not_relevant,Hearing.,23.7080078125,198,and,35.56201171875,84,-1.0,35.56201171875
1301.78515625,127.5361328125,1409.548828125,153.39941406249997,responsibility,not_relevant,forthei,1.07763671875,88,checked.,9.69873046875,62,1.07763671875,9.69873046875
1303.9404296875,144.77832031250003,1342.7353515625,164.17578125000003,and,not_relevant,plan,1.0776367187499716,82,responsibility,32.3291015625,83,1.0776367187499716,32.3291015625
1336.26953125,142.623046875,1379.375,168.48632812499997,how,not_relevant,tos,1.0776367187500284,86,submit,62.5029296875,87,1.0776367187500284,-1.0
1372.9091796875,146.93359375000003,1398.7724609375,166.33105468750003,tos,not_relevant,submit,1.0776367187499716,87,forthei,46.33837890625,88,1.0776367187499716,-1.0
1390.1513671875,144.77832031250003,1450.4990234375,170.64160156249997,submit,not_relevant,evidence,1.07763671875,89,forthei,11.85400390625,88,1.07763671875,11.85400390625
1400.927734375,129.69140625000003,1463.4306640625,153.39941406249997,forthei,not_relevant,submit,16.16455078125,87,infraction.,64.658203125,90,-1.0,-1.0
1444.033203125,146.93359375000003,1523.7783203125,170.64160156249997,evidence,not_relevant,committedt,23.7080078125,109,infraction.,12.931640625,90,-1.0,12.931640625
1454.8095703125,129.69140625000003,1538.865234375,153.39941406249997,infraction.,not_relevant,evidence,17.2421875,89,SEND,5.38818359375,65,-1.0,5.38818359375
1517.3125,144.77832031250003,1571.1943359375,172.79687499999997,ofmy,not_relevant,intraction(s),24.78564453125,113,requestt,31.25146484375,92,-1.0,31.25146484375
1541.0205078125,129.69140625000003,1609.9892578125,153.39941406249997,requestt,not_relevant,ofmy,17.2421875,91,NSF,29.09619140625,67,17.2421875,29.09619140625
1564.728515625,146.93359375000003,1627.2314453125,170.64160156249997,currenti,not_relevant,inability,2.1552734375,200,the,23.7080078125,94,2.1552734375,23.7080078125
1603.5234375,131.84667968750003,1635.8525390625,151.24414062499997,the,not_relevant,currenti,17.2421875,93,court,36.6396484375,95,17.2421875,-1.0
1633.697265625,131.84667968750003,1678.9580078125,151.24414062499997,court,not_relevant,provide,1.07763671875,96,willt,39.87255859375,69,1.07763671875,39.87255859375
1672.4921875,129.69140625000003,1737.150390625,155.55468749999997,provide,not_relevant,meinformation,2.1552734375,97,be,16.16455078125,70,2.1552734375,16.16455078125
1730.6845703125,131.84667968750003,1849.224609375,157.7099609375,meinformation,not_relevant,about,3.23291015625,98,asaf,15.0869140625,72,-1.0,15.0869140625
1847.0693359375,138.31249999999997,1894.4853515625,157.7099609375,about,not_relevant,the,43.10546875,124,how,38.794921875,99,-1.0,38.794921875
1888.01953125,134.00195312499997,1931.125,159.865234375,how,not_relevant,about,1.07763671875,98,torespond.,3.23291015625,74,1.07763671875,3.23291015625
1922.50390625,138.31249999999997,1950.5224609375,159.865234375,to,not_relevant,circumstances.,42.02783203125,125,to,0.0,100,42.02783203125,0.0
1131.5185546875,183.57324218750003,1196.1767578125,207.28125,Please,not_relevant,send,2.1552734375,102,Mitigation,9.69873046875,197,2.1552734375,9.69873046875
1191.8662109375,187.8837890625,1237.126953125,207.28125,send,not_relevant,attendv,17.2421875,222,Hearing.,32.3291015625,198,17.2421875,32.3291015625
1232.81640625,187.8837890625,1265.1455078125,207.28125,me,not_relevant,voluntarily.,18.31982421875,223,a,21.552734375,104,-1.0,21.552734375
1258.6796875,187.8837890625,1282.3876953125,207.28125,a,not_relevant,voluntarily.,18.31982421875,223,court,28.0185546875,105,-1.0,28.0185546875
1275.921875,187.8837890625,1321.1826171875,207.28125,court,not_relevant,voluntarily.,18.31982421875,223,lagree,17.2421875,199,-1.0,17.2421875
1316.8720703125,187.8837890625,1359.9775390625,207.28125,date,not_relevant,to,1.07763671875,108,Ihave,31.25146484375,107,1.07763671875,-1.0
1340.580078125,168.48632812499997,1398.7724609375,194.349609375,Ihave,not_relevant,committedt,1.07763671875,109,submit,50.64892578125,87,1.07763671875,50.64892578125
1355.6669921875,187.8837890625,1379.375,209.4365234375,to,not_relevant,lunderstandthisv,18.31982421875,224,Ihave,2.1552734375,107,-1.0,2.1552734375
1392.306640625,170.64160156249997,1482.828125,194.349609375,committedt,not_relevant,liowl,18.31982421875,110,the,54.95947265625,111,18.31982421875,-1.0
1437.5673828125,187.8837890625,1497.9150390625,213.74707031250003,liowl,not_relevant,will,16.16455078125,225,the,24.78564453125,111,16.16455078125,24.78564453125
1476.3623046875,172.79687499999997,1508.69140625,192.1943359375,the,not_relevant,intraction(s),1.07763671875,113,not,59.27001953125,114,1.07763671875,-1.0
1489.2939453125,187.8837890625,1541.0205078125,213.74707031250003,1may,not_relevant,driving,17.2421875,229,not,36.6396484375,114,17.2421875,-1.0
1502.2255859375,170.64160156249997,1603.5234375,196.50488281250003,intraction(s),not_relevant,1may,17.2421875,112,but,63.58056640625,116,17.2421875,-1.0
1532.3994140625,187.8837890625,1571.1943359375,213.74707031250003,not,not_relevant,subpoena,1.07763671875,115,intraction(s),1.07763671875,113,1.07763671875,1.07763671875
1562.5732421875,190.0390625,1646.62890625,213.74707031250003,subpoena,not_relevant,witnessest,1.07763671875,118,but,11.85400390625,116,1.07763671875,11.85400390625
1597.0576171875,170.64160156249997,1635.8525390625,196.50488281250003,but,not_relevant,Iwantahearingt,2.1552734375,117,inability,35.56201171875,200,2.1552734375,35.56201171875
1629.38671875,172.79687499999997,1758.703125,198.66015625000003,Iwantahearingt,not_relevant,to,1.07763671875,121,payi,23.7080078125,202,1.07763671875,23.7080078125
1640.1630859375,190.0390625,1726.3740234375,215.90234375000003,witnessest,not_relevant,to,2.1552734375,119,Iwantahearingt,10.7763671875,117,2.1552734375,10.7763671875
1719.908203125,194.349609375,1743.6162109375,215.90234375000003,to,not_relevant,appear,1.07763671875,120,to,30.173828125,121,1.07763671875,30.173828125
1737.150390625,194.349609375,1801.80859375,218.05761718750003,appear,not_relevant,butv,1.07763671875,123,explain,30.173828125,122,1.07763671875,30.173828125
1750.08203125,174.9521484375,1773.7900390625,198.66015625000003,to,not_relevant,explain,2.1552734375,122,butv,52.80419921875,123,2.1552734375,-1.0
1767.32421875,177.107421875,1831.982421875,200.81542968750003,explain,not_relevant,the,2.1552734375,124,circumstances.,110.99658203125,125,2.1552734375,-1.0
1795.3427734375,194.349609375,1834.1376953125,220.212890625,butv,not_relevant,witnesses,1.07763671875,236,the,28.0185546875,124,1.07763671875,28.0185546875
1825.5166015625,179.26269531250003,1860.0009765625,202.970703125,the,not_relevant,butv,16.16455078125,123,circumstances.,67.89111328125,125,-1.0,-1.0
1853.53515625,179.26269531250003,1967.7646484375,202.970703125,circumstances.,not_relevant,witnesses,17.2421875,236,circumstances.,0.0,125,-1.0,0.0
1133.673828125,248.23144531250003,1224.1953125,271.93945312499994,Contested!,not_relevant,Hearing.,2.1552734375,127,appear.,102.37548828125,145,-1.0,-1.0
1215.57421875,250.38671875000003,1291.0087890625,274.0947265625,Hearing.,not_relevant,dateto,18.31982421875,143,Iwant,64.658203125,128,-1.0,-1.0
1288.853515625,248.23144531250003,1347.0458984375,274.0947265625,Iwant,not_relevant,Hearing.,1.07763671875,127,tocontest,65.73583984375,129,1.07763671875,-1.0
1340.580078125,248.23144531250003,1426.791015625,274.0947265625,tocontest,not_relevant,(challenge),1.07763671875,130,prove,73.279296875,150,1.07763671875,73.279296875
1420.3251953125,250.38671875000003,1515.1572265625,274.0947265625,(challenge),not_relevant,must,17.2421875,149,thisi,60.34765625,131,17.2421875,-1.0
1508.69140625,248.23144531250003,1547.486328125,274.0947265625,thisi,not_relevant,(challenge),1.07763671875,130,law.,5.38818359375,302,1.07763671875,5.38818359375
1541.0205078125,250.38671875000003,1622.9208984375,274.0947265625,infraction.,not_relevant,Idd,1.07763671875,133,ofthe,75.4345703125,154,1.07763671875,-1.0
1622.9208984375,250.38671875000003,1666.0263671875,276.25,Idd,not_relevant,not,3.23291015625,134,evidencet,73.279296875,155,3.23291015625,-1.0
1659.560546875,254.697265625,1694.044921875,278.4052734375,not,not_relevant,ofthe,16.16455078125,154,commit,42.02783203125,135,16.16455078125,-1.0
1687.5791015625,254.697265625,1750.08203125,278.4052734375,commit,not_relevant,thei,2.1552734375,136,infraction.,95.90966796875,137,2.1552734375,-1.0
1745.771484375,256.8525390625,1780.255859375,280.560546875,thei,not_relevant,evidencet,17.2421875,155,infraction.,51.7265625,137,-1.0,-1.0
1773.7900390625,256.8525390625,1855.6904296875,280.560546875,infraction.,not_relevant,Please,1.07763671875,138,the,75.4345703125,158,1.07763671875,75.4345703125
1851.3798828125,256.8525390625,1916.0380859375,282.7158203125,Please,not_relevant,committed,18.31982421875,157,send,48.49365234375,139,-1.0,-1.0
1907.4169921875,256.8525390625,1956.98828125,282.7158203125,send,not_relevant,me,1.07763671875,140,send,0.0,139,1.07763671875,0.0
1948.3671875,259.0078125,1982.8515625,282.7158203125,me,not_relevant,action.,17.2421875,160,me,0.0,140,17.2421875,0.0
1131.5185546875,284.87109375000006,1196.1767578125,310.734375,Iknow!,not_relevant,court,20.47509765625,161,acourt,2.1552734375,142,20.47509765625,2.1552734375
1133.673828125,267.62890625000006,1198.33203125,291.3369140625,acourt,not_relevant,dateto,1.07763671875,143,Contested!,12.931640625,126,1.07763671875,12.931640625
1189.7109375,267.62890625000006,1256.5244140625,293.4921875,dateto,not_relevant,appear.,1.07763671875,145,Hearing.,30.173828125,127,1.07763671875,30.173828125
1189.7109375,284.87109375000006,1237.126953125,310.734375,Ican,not_relevant,require,2.1552734375,303,dateto,9.69873046875,143,-1.0,9.69873046875
1247.9033203125,269.78417968750006,1314.716796875,293.4921875,appear.,not_relevant,(sabpoena)winesses,17.2421875,146,Iwant,36.6396484375,128,17.2421875,36.6396484375
1288.853515625,287.02636718750006,1469.896484375,310.734375,(sabpoena)winesses,not_relevant,require,1.07763671875,303,must,31.25146484375,149,1.07763671875,31.25146484375
1310.40625,265.4736328125,1353.51171875,293.4921875,The,not_relevant,state,1.07763671875,148,tocontest,51.7265625,129,1.07763671875,-1.0
1344.890625,267.62890625000006,1392.306640625,293.4921875,state,not_relevant,(sabpoena)winesses,18.31982421875,146,tocontest,15.0869140625,129,-1.0,15.0869140625
1387.99609375,269.78417968750006,1433.2568359375,289.18164062499994,must,not_relevant,state,1.07763671875,148,(challenge),57.11474609375,130,1.07763671875,-1.0
1431.1015625,271.93945312499994,1482.828125,291.3369140625,prove,not_relevant,(sabpoena)winesses,17.2421875,146,(challenge),10.7763671875,130,17.2421875,10.7763671875
1478.517578125,269.78417968750006,1508.69140625,291.3369140625,bya,not_relevant,prove,1.07763671875,150,thisi,34.484375,131,1.07763671875,34.484375
1502.2255859375,274.0947265625,1519.4677734375,291.3369140625,a,not_relevant,includingthe,17.2421875,345,preponderance,62.5029296875,153,17.2421875,-1.0
1510.8466796875,269.78417968750006,1635.8525390625,295.6474609375,preponderance,not_relevant,includingthe,17.2421875,345,infraction.,8.62109375,132,17.2421875,8.62109375
1629.38671875,269.78417968750006,1685.423828125,295.6474609375,ofthe,not_relevant,evidencet,3.23291015625,155,not,19.3974609375,134,3.23291015625,19.3974609375
1678.9580078125,274.0947265625,1756.5478515625,297.802734375,evidencet,not_relevant,thatl,1.07763671875,156,commit,1.07763671875,135,1.07763671875,1.07763671875
1747.9267578125,274.0947265625,1795.3427734375,299.9580078125,thatl,not_relevant,committed,1.07763671875,157,infraction.,43.10546875,137,1.07763671875,43.10546875
1791.0322265625,276.25,1879.3984375,299.9580078125,committed,not_relevant,toa,16.16455078125,351,Please,48.49365234375,138,16.16455078125,48.49365234375
1872.9326171875,276.25,1907.4169921875,299.9580078125,the,not_relevant,atlendthe!,17.2421875,352,infra,28.0185546875,159,-1.0,-1.0
1900.951171875,278.4052734375,1935.435546875,297.802734375,infra,not_relevant,hearing.,18.31982421875,176,send,14.00927734375,139,-1.0,-1.0
1926.814453125,278.4052734375,1978.541015625,297.802734375,action.,not_relevant,The,17.2421875,177,me,12.931640625,140,17.2421875,-1.0
1133.673828125,308.5791015625,1181.08984375,327.9765625,court,not_relevant,traffici,17.2421875,305,Iknow!,6.4658203125,141,17.2421875,6.4658203125
1174.6240234375,306.42382812499994,1237.126953125,330.1318359375,willtell,not_relevant,traffici,17.2421875,305,Ican,7.54345703125,144,17.2421875,7.54345703125
1230.6611328125,308.5791015625,1267.30078125,327.9765625,me,not_relevant,howt,1.07763671875,164,require,12.931640625,303,1.07763671875,12.931640625
1260.8349609375,306.42382812499994,1306.095703125,332.287109375,howt,not_relevant,checked.,18.31982421875,307,tor,26.94091796875,165,-1.0,26.94091796875
1297.474609375,306.42382812499994,1323.337890625,327.9765625,tor,not_relevant,requesta,1.07763671875,166,(sabpoena)winesses,68.96875,146,1.07763671875,-1.0
1314.716796875,306.42382812499994,1387.99609375,330.1318359375,requesta,not_relevant,checked.,19.3974609375,307,(sabpoena)winesses,28.0185546875,146,-1.0,28.0185546875
1392.306640625,306.42382812499994,1472.0517578125,330.1318359375,witness's,not_relevant,appearance.,2.1552734375,168,includingthe,86.2109375,345,2.1552734375,86.2109375
1467.7412109375,308.5791015625,1569.0390625,332.287109375,appearance.,not_relevant,A,245.701171875,396,officer,75.4345703125,346,245.701171875,75.4345703125
1571.1943359375,308.5791015625,1674.6474609375,332.287109375,lunderstand,not_relevant,this,1.07763671875,170,who,14.00927734375,347,1.07763671875,14.00927734375
1668.181640625,308.5791015625,1706.9765625,334.4423828125,this,not_relevant,will,1.07763671875,171,thet,25.86328125,349,1.07763671875,25.86328125
1700.5107421875,310.734375,1734.9951171875,334.4423828125,will,not_relevant,9o,2.1552734375,172,ticket,31.25146484375,350,-1.0,-1.0
1726.3740234375,310.734375,1758.703125,338.75292968750006,9o,not_relevant,REPORT#:,240.31298828125,373,ticket,6.4658203125,350,-1.0,6.4658203125
1750.08203125,312.8896484375,1780.255859375,334.4423828125,on,not_relevant,9o,1.07763671875,172,toa,20.47509765625,351,1.07763671875,20.47509765625
1775.9453125,312.8896484375,1810.4296875,336.59765625000006,my,not_relevant,Zp.Code:,109.9189453125,369,atlendthe!,40.9501953125,352,-1.0,40.9501953125
1797.498046875,308.5791015625,1976.3857421875,338.75292968750006,dimingrecordwllox,not_relevant,my,1.07763671875,174,hearing.,18.31982421875,176,1.07763671875,18.31982421875
1868.6220703125,293.4921875,1941.9013671875,319.35546875000006,hearing.,not_relevant,dimingrecordwllox,17.2421875,175,infra,12.931640625,159,17.2421875,12.931640625
1939.74609375,291.3369140625,1980.6962890625,319.35546875000006,The,not_relevant,hearing.,1.07763671875,176,The,0.0,177,1.07763671875,0.0
174.5771484375,157.7099609375,232.76953125,183.57324218750003,Your,not_relevant,The,52.80419921875,205,response,72.20166015625,179,52.80419921875,72.20166015625
226.3037109375,157.7099609375,325.4462890625,183.57324218750003,response,not_relevant,find,51.7265625,208,must,77.58984375,180,51.7265625,77.58984375
323.291015625,157.7099609375,383.638671875,181.41796875000003,must,not_relevant,response,1.07763671875,179,be,40.9501953125,181,1.07763671875,40.9501953125
